country,mean,sd,hdi_5,hdi_95
FR,2468.0116127785104,82.32995203251379,2329.5039929962963,2600.613262146368
NO,465.10209562837645,26.942951652943183,422.4309057336473,511.1680352061328
SE,702.4295425776312,55.356989779242326,609.9227045728804,789.2614387347221
SI,43.13384726724975,6.268865212566307,32.961004761522915,53.19999463268809
SK,32.49858685623945,5.554214558756528,23.743261707299837,41.41906789018252
IE,62.96829192558271,7.7514601975292114,50.53743298685518,75.7327768510615
EE,68.92425839446014,8.416176980235855,55.1507696640053,82.35996023105955
RO,68.48252681896372,8.315643087128878,55.5969494173288,82.34258534553396
DE,3713.620638062205,152.53472288525674,3451.920802981863,3949.3298972101024
ES,1018.6347080911802,42.67578461826848,950.1631094354046,1090.3016555737945
IT,528.1470779906529,30.377341574490973,477.992519930875,577.1195996180752
EL,35.61116100213896,5.724433069752767,26.271629111103202,44.542186776801636
AT,331.46284678765295,25.189383968693253,290.4544768394044,372.6745910554758
HU,110.47270755310066,11.96337591938701,91.59372710490905,130.2252186164935
LT,31.265090604038512,5.673071660476908,22.30792562574252,40.28286027390422
PL,146.08590929605927,13.653339878467206,124.37183485591305,169.0398872159046
PT,110.70126687796692,11.45318602584572,91.66643413221932,128.90052873621693
FI,54.1199411057358,8.236173898602562,40.70794975897906,67.02626202288336
LV,37.24465891235023,5.985052134545867,27.75355780322274,46.78050054662576
MT,15.070091967076262,3.3435947997951327,9.686943628123494,20.090630777211416
HR,12.68337501689508,2.9617293633294857,8.088360762137922,17.40194281826441
IS,1.9011922208515122,0.9840193014812596,0.532603367382341,3.249274514852329
