country,mean,sd,hdi_5,hdi_95
FR,731.7013815101966,69.59830389311202,616.7904406360202,840.3274014733793
ES,511.14044300974564,38.53366801974158,445.81736864880816,570.6579515472872
DE,483.6436169596479,34.25237626133139,428.26917335126296,539.7957095578408
SE,63.922965173425766,11.34359852239062,45.89177699461038,81.53400319956981
CZ,35.70482801491982,6.895548265149689,24.832574541558195,46.48870508544251
IT,63.79833270716044,9.506688468018874,49.03558537652018,79.5302145210143
AT,43.20725322228002,7.332427486551128,31.746753860772063,55.019133508863206
FI,10.362898175676785,4.101339554539177,4.131400242060418,15.947151295964082
EL,12.93190298253563,4.028729028080493,6.362055761585627,18.621776278896284
HU,14.38558833073377,3.704793524185385,8.601328813347601,19.92522782347943
PL,4.737273558569332,2.1669628531595113,1.7180449552795807,7.707290890803342
SI,4.39482436873435,1.9883516270982007,1.6462927293710314,7.133763852272683
PT,7.468315414682767,2.972059713898419,2.984971712378326,11.673113001091322
MT,2.5540124263691553,1.5881195994138415,0.4792735460754531,4.586770795393922
IE,2.6116481017856796,1.6484955808997879,0.5735539303206373,4.719093075401267
RO,3.749851222040629,2.0494582410295603,1.0919811858277788,6.670181898816178
