country,mean,sd,hdi_5,hdi_95
GP,176.52151575969427,47.66222706653134,103.89696541304554,246.20531017460337
MQ,140.71459107372507,36.04209970678898,86.65284982648716,197.0339262610294
DO,168.1381923887763,27.06998289830627,123.80482550384535,209.38205180213723
EC,50.69586209670279,11.141186978543054,32.50865039128272,67.16914633484443
CO,108.0986018173634,18.217507893697533,78.76527789060717,136.5917680476667
HT,52.285732057467065,13.083768787109253,32.668282153193196,72.32598261545698
TH,225.0941306712374,26.360016432552797,182.87847173332676,268.5187858704611
IN,139.05924614116304,18.315012020499285,107.3820002334417,166.97754659265408
BO,38.684326989056025,9.562721529280964,23.967997271284386,52.890621287608994
JM,25.050841483347217,9.074240195799522,11.752019659171404,37.958221585020716
HN,29.83454771876692,7.412975416974413,18.09843114176167,40.986305268391675
VE,49.17464713056573,10.904234117484089,32.38519948308607,66.3630633378667
BR,144.38048174588218,18.071071707486087,114.26351123169759,172.90183146261663
PF,21.830362263131164,7.237871533886749,11.068847567399908,32.58018071358033
MM,40.8021055735779,8.239434916067509,27.755027425009615,53.95524387690084
CG,18.27202227890829,5.127569637046412,10.096858933291772,25.87320058349225
GF,10.21943817604063,4.519256388527963,3.88007197759143,16.6512860112139
NI,55.855497062773864,10.771079943675455,38.74187858882323,72.84084101404157
KE,24.9593861058087,5.481950262986556,16.129626431993195,33.09146511569995
BD,17.456914085130503,4.182804717860887,10.744011577632323,23.751110266721348
AO,16.056063785709654,5.48154612308685,7.833866277769641,24.06961975451171
TT,9.990549273578935,3.8400683927000716,4.380805675868006,15.610064491612677
ID,54.3454387324276,9.73848478861487,38.432494092107426,69.74335291171133
MX,30.30103429028717,7.243995315015476,19.007616658598238,41.67352497683844
CD,12.129354279277278,4.16649430154067,5.690753799477774,18.203426896808327
DJ,6.302113649678147,2.5590780454227393,2.5350525032852698,9.79146993731327
GT,16.6801123422982,4.770261175572817,9.038182575739459,23.80489382814472
LK,15.70834655895312,4.080298645064937,9.520863724294772,22.260150123187373
MV,27.160560648977842,5.713809909395303,17.78598373291216,35.9126301031988
CU,12.005014319338501,3.263715642950915,6.96375974763286,17.080563113400345
PH,40.59831848119627,7.594595102719383,28.207198086545368,52.49941206207356
BB,7.394082189657803,3.429143020740818,2.449630806448498,12.198699112306592
DM,14.46434173725999,4.944331609895525,6.803823240141135,21.832542147636442
SV,10.210244842371162,3.660573051632788,4.726399690470183,15.45951121939685
GQ,15.435729284324053,4.854638995680876,7.841377974480221,22.691702871187147
ET,3.6842830180966066,1.6512466584262284,1.3675376968986734,6.035741012930899
SO,4.747779671764997,1.7907660721176337,2.104860580970038,7.359911502010976
CI,10.087328221256351,3.514040144395128,4.790052599115785,15.248120889022884
TG,3.6524491520293743,1.594197495020322,1.2664849323968728,5.889566036776838
KH,11.594751109815428,4.205771571576314,5.475962333185301,18.003126614295486
TZ,5.7785077321903975,2.0388971877753503,2.688767064719225,8.788930199709485
GA,2.23488220909388,1.3696047056929288,0.5064466177391607,4.028041165655795
CM,14.2043050884478,4.327283851364218,7.323145947958515,20.586005269343236
WS,2.68497833725479,1.6895753830551496,0.5197304417175765,4.882607526414375
FJ,1.4839678086771133,0.9237498238246734,0.3060505894511173,2.672617760437375
CF,1.777945332927168,1.1528595627498892,0.38592441153448515,3.24340383811033
AR,3.7990321022160605,1.6935548304256702,1.4373504539091255,6.243959104663227
PE,7.1041955894852205,2.6576101668968355,3.0528417469142584,10.872244830597822
SL,3.6765094104808576,2.3771820750849155,0.698451806820453,6.6682918199076004
EG,1.855038629011099,1.1953557844957214,0.36312292012284936,3.3866145990822543
SD,1.8702500942283904,1.1851417517091887,0.36568019059807716,3.400458001278492
GY,3.381834702726872,2.1479608636861194,0.7126312826408681,6.146139089282785
MZ,1.988818908909997,1.2388758551494001,0.4186787523669548,3.6013836827071364
UG,3.2653217805701304,1.5263220709790062,1.1180026562927252,5.389580582849719
ER,4.1171911440031135,1.794735468791141,1.4979846971317294,6.618705857985432
GN,1.5822783403963894,0.9916788321416233,0.3064527866534255,2.832485637963924
CR,17.647884586314227,4.571854075258867,10.472358820747067,24.743694148353622
SN,10.68865342346328,3.652735840823058,5.016989675155275,15.967140402434557
BJ,3.384323176148817,2.1144297209451874,0.71541379816902,6.1993929640802685
ML,1.690193218718394,1.0560767831081062,0.3558532320403053,3.0499979302729794
BF,4.5970107591183496,1.820941923284119,1.948757440604627,7.1067812250844185
NG,3.2387634695760292,1.7580081749023582,0.8287962073156168,5.645344607983627
GH,1.7137946328541993,1.0496345600412564,0.31527957692019387,3.0544062750502072
MY,9.125809848086039,3.010687159548301,4.521356032771933,13.519146441910534
VN,3.146611846340494,1.3888991728102198,1.1015378670625202,5.07690686773098
SG,3.5187752083518573,1.5390285750325348,1.2626487973542528,5.650927727602271
LC,2.0099576978546216,1.2291304845828854,0.45476148893420104,3.6667595904575845
PR,6.6139451415068855,3.3511490326159463,1.8081313292622399,11.162957197113105
PY,5.314030386552364,2.465954955162184,1.6761128979844928,8.67718194329528
PK,1.4222553004080456,0.8985805770004,0.2936156020483231,2.5768914688320077
PG,1.72173106517429,1.0786800281348734,0.36612597093840893,3.113326109238773
