country,mean,sd,hdi_5,hdi_95
BF-DE,1.6665754002494169,0.8333009314396019,0.48665657820052316,2.8143156231242616
EC-NO,1.3929667939511592,0.6758538202006855,0.45767006770830426,2.3544755711768173
BF-FR,2.0010368396794185,0.9984909560234813,0.613877575897833,3.394524859871808
CI-FR,1.045209895765573,0.55330042852009,0.29478009843163966,1.7995634843236294
KE-DE,0.9634201962395094,0.520615463147037,0.24445957678025193,1.6689982421190612
CM-DE,1.9685937484615776,1.0044465772971332,0.5544139644234082,3.342952170632879
SV-IT,2.4341538942483885,1.1860062832230698,0.6877234562381891,4.012700616554604
VE-SK,2.653922142208498,1.2519319995158262,0.8050920649654254,4.395476939353602
SV-FR,2.4464376348419994,1.2351666335633418,0.741569805506851,4.135138528224106
VE-AT,4.377091015029188,1.8457022516101642,1.6074393004236542,7.086955231375118
CM-LU,1.0002573039708296,0.5959222306366057,0.22617381252398516,1.7949838238893934
PA-IT,1.3138504784150387,0.6471819798534606,0.38853025386651285,2.236562185537407
PA-ES,1.3078165080708612,0.6492493327231258,0.3561787535001063,2.1758951166410694
PE-IT,2.2498172956787705,1.0682560099121312,0.7275431665750612,3.771571785059568
NI-MT,2.4394873265211965,1.1896157048223164,0.7512750002121652,4.1049842520339705
MX-DE,2.0459024108024617,1.0778570819246416,0.4958495238045669,3.45300930543806
CR-AT,2.403869469728662,1.1091071626651852,0.7776706394356829,3.9329718544426915
GT-IE,2.302908804182332,1.1216593956403653,0.7617938381521113,3.9112424686009803
CR-IE,2.402793410234431,1.1108736445991922,0.840185183583239,3.9920020401376446
GT-AT,2.5219203511925916,1.2755694488522817,0.7588938405353071,4.239547547757953
SN-FR,0.9870413165528792,0.5314837252190072,0.27321312303246853,1.7091040722269917
AO-ES,0.9831944810285842,0.5471148796138727,0.24251057665581188,1.7195147402861428
AO-PT,2.82416187191037,1.2582760184323396,0.9830640076014305,4.628976098626011
BO-AT,2.640163767162593,1.310171541653607,0.8198745329859651,4.4843492442926385
GY-ES,2.480849630249452,1.255798756844447,0.643696226436431,4.121153375924754
NI-IE,2.4440675761662223,1.1771234545245164,0.7505892578946407,4.088666223557883
CV-PT,2.5881515714428884,1.2427469823030715,0.7754890396406634,4.329388794928815
CV-DE,1.168250955257775,0.5870987812863849,0.3434155324602054,1.980357447909384
CM-ES,1.1157669187778108,0.5732282630299119,0.3054730935611544,1.878115391720825
MX-HU,3.6052873815640947,1.8715440297662453,1.035629883825364,6.090818193876826
AO-DE,1.359790584194704,0.6761205601789693,0.4092128935448317,2.2922284687421444
BJ-ES,0.9462317746237243,0.5669227933608405,0.20190606733252017,1.677310816413372
TH-HU,3.142070905829822,1.5199543196150216,0.9184576485068185,5.22308748544771
EC-IT,2.4594691573772254,1.1694024699447927,0.7991733483446529,4.094291124444836
SG-DE,2.587295247661949,1.2342544376557172,0.7778511885912842,4.2574522786884605
IN-FR,3.066013429407719,2.0507880884089684,0.4607326137194779,5.594998504599676
IN-DE,2.5442406688102492,1.6775500010586224,0.38152898542904945,4.677820624013376
LK-DE,1.9000788800818258,0.9064583043473927,0.5730651368657029,3.1589073893940185
LK-FR,1.4355239094043006,0.7027592450231025,0.42082189729108643,2.3772399841137997
MV-DE,3.0952392947525715,1.3317727784532603,1.1903508150914912,5.054177757351107
CU-IE,2.438714329746807,1.1467711607679336,0.7998800942186018,4.077112650648613
CU-CZ,2.049460650683869,0.9879191350764356,0.659501720032773,3.48580054578957
CU-LU,2.031950929239211,0.9559350829985449,0.6142169441321091,3.308436579547452
MM-IT,1.710128413291328,0.8681664297232549,0.46863086127918757,2.895991357216164
MY-ES,2.6038758292296063,1.2366897014921228,0.8859887898642999,4.32823458713181
KH-IT,1.11701146831493,0.6093532918971568,0.28321130225452845,1.9140250511697119
TH-IT,2.827505648503165,1.3165933520982949,0.9486979297478355,4.663541466362069
TH-DE,10.685798185976921,3.610512267658493,5.181094959923532,16.276290649287954
TH-NO,1.2738775542961343,0.7453968244264266,0.2909380072868038,2.264848690490198
TH-AT,1.4230756505042463,0.7204850537092228,0.44132202082112737,2.413245282189703
KH-DE,1.3188718653629177,0.6667310762965485,0.3942078873665699,2.2518996840406436
ID-FR,3.81082662922694,1.617237651577367,1.4771372983703621,6.276686052511802
ID-AT,2.7126974167462197,1.2531363188004805,0.9379417414139545,4.565219038010642
PH-DE,2.8289128077205303,1.2250153754750692,1.0654812039697021,4.609081202989239
PH-FR,2.185823092804191,1.0538838864670281,0.6340638354572637,3.6216863104441748
VN-FR,2.633598929082815,1.2232773042907066,0.8716911855383221,4.4045385036570766
VN-AT,1.9365037201764717,0.936509969818992,0.5517483086270073,3.1962266424385657
