country,year_x,imported_x,y_m_x,y_s_x,year_y,imported_y,y_m_y,y_s_y
BR,2018,1.0,1.09,3.87,2025,0.0,10.55,12.27
CO,2018,1.0,1.28,4.42,2025,0.0,5.75,10.93
CR,2018,1.0,1.26,4.33,2025,0.0,4.85,8.33
CU,2018,20.0,21.66,25.41,2025,0.0,9.23,14.35
DO,2018,2.0,4.0,12.88,2025,0.0,3.62,6.22
MV,2018,1.0,0.91,3.13,2025,0.0,3.41,6.6
MX,2018,1.0,1.67,6.44,2025,0.0,10.5,17.2
PH,2018,2.0,2.39,6.19,2025,0.0,5.72,11.2
TH,2018,4.0,6.31,13.79,2025,0.0,23.05,21.58
