country,mean,sd,hdi_5,hdi_95
ES,292.40452885449633,25.34430402543271,251.13393769799544,333.3890864502536
FR,174.2281742537016,15.642564590226634,147.824491831889,199.0302625556653
IT,130.58837905386332,13.360691667469457,108.6458100529358,151.8236876481854
DE,89.0464777496818,10.221423191334159,71.95272457968687,105.02257241667938
PT,21.37697878819544,4.774168557960226,13.998138689465057,28.70888972764478
AT,66.85582640468247,8.226099798350473,53.59340572577716,80.21821376002605
SE,1.7784221153268234,0.8468074969172319,0.5617088691585044,2.9300661729904953
IE,37.703869409972995,6.061994727489781,27.72723235918888,47.156447493680105
NO,5.769131628654357,1.5395463179707611,3.328870894756716,8.15927116705231
EL,6.397881437267389,2.324841228566385,2.902441242940875,9.900180829471575
SK,5.006107405570224,1.7085869745648674,2.3580709032480245,7.55400962316774
LU,3.0322082332100413,1.1187947213213707,1.2863027629048414,4.623234565400498
MT,3.5523023795653184,1.3313163863348254,1.5510306218478112,5.490787047698909
HU,6.747358287393917,2.4326373784447965,2.9446224367683724,10.204653888889894
CZ,2.049460650683869,0.9879191350764356,0.659501720032773,3.48580054578957
RO,2.9058668095125664,1.3574615178710356,0.8122848444657292,4.722918264497744
